100
19	75	41	52	40	14	19	53	85	25	76	65	55	61	44	99	5	32	15	87	10	66	88	27	43	94	37	28	73	34	12	96	98	24	58	58	16	5	25	70	43	76	10	68	2	25	78	10	76	1	68	59	76	75	59	32	11	10	64	97	91	29	49	76	10	17	38	28	27	56	63	32	37	92	11	95	71	74	2	19	33	53	91	44	62	9	14	66	5	87	30	31	58	72	63	75	3	58	36	43
38	34	22	86	22	94	85	61	26	79	82	56	64	71	31	44	88	21	69	49	30	13	31	43	6	33	96	75	94	31	33	98	98	22	61	43	87	9	31	92	5	57	9	26	37	25	3	67	69	31	35	92	28	14	49	77	48	9	28	87	93	72	56	30	40	48	16	66	96	40	69	31	2	5	30	52	32	7	20	3	6	59	15	90	69	77	94	37	43	76	19	56	41	68	31	20	42	20	59	93
15	80	40	59	28	37	41	45	88	32	32	86	5	52	97	39	92	76	9	88	93	0	21	30	94	71	66	91	1	82	36	65	11	76	96	9	95	82	64	59	52	52	89	7	58	31	6	80	17	99	36	84	64	71	4	7	91	28	77	11	84	93	61	21	88	18	81	41	88	36	73	41	38	36	91	62	38	55	7	99	96	95	1	93	51	64	28	15	10	97	86	90	65	94	10	39	80	62	100	82
5	42	27	63	90	33	73	20	19	43	71	22	47	9	29	63	38	11	90	24	48	41	55	54	13	72	10	75	3	9	53	88	71	35	10	28	53	31	15	83	43	45	3	22	6	52	16	13	7	34	18	20	20	55	100	54	88	83	22	82	63	20	39	11	74	27	43	68	74	81	74	12	47	71	94	99	77	86	26	7	22	3	47	4	12	4	42	14	3	85	90	4	77	12	12	78	75	89	38	25
84	75	43	75	18	40	48	71	50	9	25	50	76	25	3	13	75	24	72	59	96	55	57	22	29	27	55	83	33	32	28	39	11	33	80	2	22	76	49	55	32	33	85	2	16	86	37	50	40	44	42	17	80	7	54	62	23	21	39	71	2	0	89	62	54	98	12	26	76	89	99	77	78	36	15	15	20	14	64	16	7	88	77	92	100	96	43	24	89	4	56	75	92	49	23	81	68	97	93	36
98	84	61	56	52	61	3	95	19	41	101	91	50	83	73	29	11	97	69	4	90	13	21	99	91	69	63	76	11	18	69	7	69	38	74	18	75	5	52	29	19	74	51	41	81	12	86	19	62	99	73	61	23	79	84	46	15	94	68	68	67	86	18	10	90	72	75	55	7	78	80	95	63	13	95	66	42	47	55	29	98	82	0	12	83	69	57	83	49	57	95	48	16	47	93	70	19	88	97	75
22	52	72	8	71	58	74	76	98	17	91	98	33	52	87	71	19	46	66	40	11	35	30	48	14	79	97	100	75	31	54	29	75	93	46	17	83	1	71	64	31	86	51	85	90	74	57	100	10	39	54	46	43	41	0	89	5	81	39	89	100	47	35	12	17	13	34	5	77	81	0	63	22	16	11	13	71	46	27	6	96	85	95	52	77	78	84	13	28	43	63	22	0	25	93	74	84	47	66	19
98	24	84	84	11	49	92	78	76	32	46	92	17	72	51	21	51	79	7	88	80	91	10	13	2	69	33	45	70	8	5	85	45	27	67	16	27	37	58	55	80	41	62	50	27	22	13	75	8	95	48	31	98	25	93	51	91	57	92	10	27	89	3	1	11	97	68	99	17	58	85	43	41	4	1	18	97	42	16	94	85	15	33	84	29	77	76	72	9	34	58	62	17	4	40	61	93	80	32	56
65	70	21	49	6	30	76	96	71	35	11	60	5	5	5	5	22	21	63	80	94	54	96	73	76	49	92	43	28	32	47	86	36	37	61	53	18	2	76	21	49	7	24	35	82	54	85	28	72	48	95	75	12	78	36	11	5	6	52	28	60	11	97	13	79	15	37	39	55	29	65	95	37	46	83	98	79	78	59	97	12	38	60	91	68	72	13	33	1	75	6	11	3	57	94	60	30	8	11	56
45	67	61	46	21	42	41	44	9	17	3	80	5	5	5	5	59	62	52	46	7	90	5	69	100	68	88	52	73	91	77	28	38	48	62	20	45	86	69	15	26	94	62	99	73	48	49	68	70	88	19	91	74	42	12	46	90	98	64	10	82	81	99	36	35	85	22	56	21	63	15	7	5	51	13	100	82	12	47	32	54	88	93	49	7	15	37	75	33	58	90	4	25	25	46	39	29	62	97	21
43	68	92	82	86	43	36	97	5	7	17	52	5	5	5	5	59	8	49	7	22	51	47	90	74	15	22	90	62	30	82	54	87	13	80	23	25	67	39	85	9	15	87	81	60	45	6	7	38	100	50	70	50	73	83	64	70	80	99	70	41	84	13	88	40	89	79	26	92	56	93	82	37	65	86	78	13	41	19	77	58	69	33	94	16	88	72	17	40	60	7	12	15	3	18	23	54	60	87	78
6	7	69	76	62	8	9	46	28	74	53	33	5	5	5	5	54	21	67	92	26	97	95	98	70	95	8	73	34	10	54	35	95	36	96	16	5	4	46	41	84	67	27	45	92	87	87	4	30	57	97	73	64	9	37	50	10	19	94	17	69	97	6	67	92	92	42	72	76	39	35	99	83	41	35	51	40	50	30	63	23	64	96	56	15	15	86	33	98	31	9	52	43	61	57	72	67	24	7	94
33	58	87	67	62	3	21	82	44	73	16	27	38	55	98	91	87	12	23	3	89	9	100	66	38	52	26	29	95	13	49	89	71	73	28	2	93	50	85	25	97	60	26	96	51	35	92	25	9	96	89	49	18	66	11	15	73	79	5	72	88	38	52	34	56	54	69	29	2	77	27	75	37	78	87	35	44	57	37	57	30	47	84	12	76	30	47	95	91	76	82	30	25	44	91	77	50	86	94	79
13	50	42	79	15	83	89	37	62	56	63	68	49	25	84	34	31	76	9	72	76	88	59	2	44	71	72	16	99	8	58	69	48	52	3	47	77	4	39	65	80	79	93	81	55	23	5	42	26	50	18	43	36	73	89	12	80	43	55	51	33	82	36	15	82	94	61	59	63	42	42	26	4	6	65	93	27	86	35	79	66	26	99	60	78	78	68	64	35	53	2	19	61	90	10	61	43	2	28	57
12	10	6	32	64	18	46	21	95	14	27	83	100	1	87	4	16	64	28	74	93	7	15	77	14	55	38	20	38	45	2	74	48	36	7	46	14	71	22	54	23	48	16	13	97	76	44	81	78	30	0	31	38	85	76	72	57	24	15	49	78	84	38	24	19	53	30	3	55	79	72	64	50	18	15	38	12	6	21	69	23	10	93	48	68	9	77	57	4	70	91	8	15	24	81	72	21	41	46	36
46	62	100	54	17	26	54	90	8	81	74	18	92	43	11	29	90	97	26	50	82	37	95	28	33	11	32	49	25	83	37	34	87	18	57	51	63	44	27	66	81	34	27	30	67	88	43	4	31	28	40	11	34	50	42	33	41	65	95	97	36	63	70	91	42	26	80	40	94	51	79	15	60	19	70	82	75	53	10	46	13	49	10	16	19	64	53	84	29	6	42	47	14	16	60	58	72	39	39	22
73	48	83	65	19	36	74	35	44	52	96	94	10	88	49	90	87	58	87	46	99	36	63	46	62	96	5	18	16	58	31	46	59	99	44	2	17	58	53	32	22	62	6	49	7	99	65	76	95	73	31	39	15	58	1	94	16	67	23	86	10	66	93	8	83	10	28	18	50	99	57	87	48	78	83	68	40	77	87	58	57	54	56	45	41	51	24	26	14	23	42	64	9	43	84	27	7	45	31	49
86	55	98	66	59	91	15	79	91	86	1	95	17	33	28	79	36	74	26	35	74	50	14	84	79	66	59	1	82	2	59	4	58	21	29	57	15	65	71	62	71	4	55	60	40	67	95	88	59	57	24	81	59	24	17	72	59	41	69	68	0	3	65	39	74	95	36	68	44	39	21	58	48	42	53	51	70	72	31	1	63	7	90	19	29	43	95	84	88	27	30	52	5	57	95	91	46	53	90	71
72	78	94	41	61	4	64	13	49	11	41	28	43	48	33	80	6	74	81	16	93	98	74	12	61	86	22	21	53	60	90	47	71	43	5	40	78	1	13	70	78	85	23	4	60	45	73	57	12	60	74	40	76	70	67	96	81	56	64	87	7	86	64	86	29	35	72	88	94	89	95	78	56	29	70	56	91	16	6	92	17	43	8	32	41	99	1	5	13	71	73	7	31	38	79	15	27	36	88	16
60	82	31	10	91	33	62	48	16	88	15	57	1	67	48	66	58	2	80	56	23	42	21	54	4	5	78	29	25	67	46	76	6	66	43	81	70	99	91	85	54	43	78	94	75	50	25	34	69	80	69	62	6	37	21	84	34	67	85	53	14	1	82	53	24	4	9	55	32	46	88	86	68	14	41	54	35	35	22	7	98	56	70	36	78	56	91	7	92	43	2	47	62	28	2	24	69	72	38	94
51	32	3	97	50	21	47	70	98	92	50	69	41	47	40	98	61	75	14	17	31	69	15	64	44	30	86	65	17	26	84	56	95	61	97	35	66	91	80	77	75	7	72	34	43	24	95	40	89	14	53	100	14	77	40	54	78	3	81	95	68	40	5	87	68	71	29	7	53	26	92	32	92	51	14	21	12	11	73	39	23	61	92	23	35	36	47	82	62	3	68	97	74	97	43	4	46	11	50	54
77	2	52	63	28	8	2	71	77	99	99	71	77	97	45	21	5	33	52	97	74	68	8	96	97	15	2	82	42	31	93	62	25	51	37	75	85	14	18	27	86	51	60	53	100	19	59	10	25	14	38	50	34	73	73	21	43	65	10	37	37	91	77	21	8	65	82	60	49	83	27	84	57	59	30	89	4	79	36	75	11	16	14	65	77	5	82	47	57	58	72	19	10	95	55	89	49	1	72	20
44	19	52	27	14	68	30	46	92	40	49	72	55	91	35	70	74	52	69	20	70	88	75	96	6	40	12	41	96	70	9	73	85	69	70	28	77	48	41	7	26	11	38	67	41	84	47	78	6	53	58	78	54	49	89	45	19	3	82	99	58	42	76	37	89	71	9	6	30	61	96	100	99	3	12	47	92	23	85	8	27	4	88	52	52	88	33	22	74	15	15	74	88	69	99	11	49	87	41	93
25	92	53	78	7	98	15	97	10	61	7	40	87	97	53	11	24	35	45	37	54	55	87	96	94	20	39	79	40	66	88	17	48	51	4	77	67	21	58	23	28	70	61	9	73	17	52	85	48	20	26	54	24	26	67	15	57	69	22	36	42	59	70	22	60	40	73	4	98	24	36	13	52	39	13	33	8	89	3	25	58	11	93	9	13	57	41	60	53	88	95	72	10	97	2	53	32	94	29	100
1	50	54	69	49	1	7	90	18	92	10	71	11	78	99	62	36	54	100	68	19	71	54	86	71	74	63	51	71	39	64	35	97	78	56	35	14	85	54	57	64	21	63	73	16	54	94	92	77	40	94	14	5	62	81	95	75	38	47	95	55	55	51	74	12	11	70	34	42	93	63	6	90	7	80	38	25	28	94	50	48	51	45	75	25	66	54	85	93	50	53	74	32	40	82	25	1	53	62	63
73	0	38	90	26	17	17	1	100	28	49	14	20	43	58	40	62	97	71	94	2	90	3	25	59	80	55	30	95	55	2	14	99	98	79	90	29	24	90	7	31	9	33	60	51	21	17	26	56	89	25	98	10	71	58	37	93	20	31	40	34	98	18	95	18	62	48	53	50	39	33	14	21	20	85	31	8	57	57	51	58	47	43	27	11	93	50	61	35	62	47	16	99	88	41	81	51	82	7	56
8	30	74	95	94	97	79	12	46	51	35	72	31	78	88	24	50	91	40	23	18	44	15	18	5	83	13	56	27	6	66	0	99	40	80	70	31	34	36	56	29	12	38	94	76	63	45	99	55	24	62	14	92	11	4	62	77	37	38	15	30	79	36	49	24	16	15	1	34	21	1	61	59	56	3	90	5	30	96	1	73	25	34	7	33	41	88	54	61	81	98	2	36	73	11	6	7	78	53	84
24	92	99	53	61	46	10	58	86	11	32	68	91	97	4	70	98	53	32	87	85	8	59	74	56	71	73	63	36	25	62	98	30	49	1	85	13	96	34	26	92	86	4	91	74	20	79	64	61	9	40	89	56	36	36	56	25	42	36	41	35	26	94	22	82	94	90	52	6	64	15	87	83	55	3	67	25	21	81	43	72	53	30	79	46	44	9	58	34	87	59	33	39	33	80	67	99	97	12	27
69	12	78	10	53	20	72	66	65	9	96	17	88	9	0	3	14	62	83	36	73	16	27	66	71	20	52	18	3	66	37	27	90	20	5	86	6	83	25	14	55	31	56	6	12	83	38	6	20	56	71	38	33	62	46	6	55	95	79	78	92	86	78	68	63	1	28	65	3	70	49	41	52	72	66	72	75	44	72	53	33	33	23	17	16	70	23	98	97	86	60	4	84	26	93	22	20	65	35	14
21	90	49	25	77	60	5	67	83	57	62	16	97	33	15	37	3	24	83	22	23	47	30	94	15	85	69	50	9	38	60	32	35	34	87	42	98	84	81	1	80	83	15	62	62	82	98	91	21	39	71	80	14	62	89	71	16	25	76	23	53	85	59	73	54	98	3	0	37	60	58	9	50	83	33	19	24	29	94	98	27	38	72	38	28	45	15	2	11	23	84	54	90	47	55	49	91	90	63	46
54	54	83	80	25	22	32	86	77	5	31	95	79	18	67	47	22	94	34	37	56	45	67	37	80	36	14	39	33	33	14	12	81	22	14	67	29	24	70	97	66	39	41	89	6	100	9	86	7	34	77	78	28	12	93	71	7	0	80	12	85	79	77	57	0	38	45	10	43	26	53	81	63	42	3	51	8	47	97	41	100	25	48	39	72	3	43	44	78	20	12	93	81	32	92	46	19	52	99	34
70	40	72	69	65	72	80	31	74	60	59	15	71	55	26	33	44	18	11	97	48	91	6	28	67	94	1	45	35	84	55	37	29	40	79	34	15	98	73	4	79	11	60	45	86	45	97	72	18	46	61	51	47	25	51	73	74	56	45	96	54	12	28	52	95	40	78	8	62	8	28	41	58	64	38	25	87	6	65	99	66	47	56	45	41	16	41	64	62	48	99	67	50	84	61	89	16	16	67	49
67	68	87	51	50	28	64	72	15	43	4	95	45	62	98	65	78	47	0	100	23	99	73	4	37	56	80	62	32	25	75	15	16	95	43	4	68	45	3	49	67	69	60	53	55	85	59	8	59	3	42	31	92	68	93	49	89	5	90	81	46	90	73	79	75	98	73	91	98	66	22	21	87	7	26	51	21	90	55	25	25	3	17	98	70	46	18	29	99	64	74	66	9	39	83	12	43	17	17	17
84	4	82	87	87	85	60	80	70	29	4	29	68	1	45	88	93	82	14	28	13	24	79	55	94	61	69	81	10	62	93	12	37	90	63	20	33	37	71	8	40	23	99	59	64	58	25	12	34	74	5	19	14	25	45	83	36	34	15	99	34	4	40	70	14	55	79	37	85	6	20	0	73	51	89	55	78	17	20	1	74	91	24	11	18	81	80	33	20	18	90	15	82	20	88	49	59	94	12	8
98	34	46	65	1	88	85	62	73	91	57	51	36	28	33	4	58	80	45	99	27	83	98	37	47	50	42	1	13	7	33	70	95	12	80	79	34	2	46	95	49	85	37	41	67	15	39	68	92	48	31	37	21	21	96	76	38	97	90	59	75	33	81	3	43	63	74	37	70	20	16	63	3	48	95	17	80	85	25	96	18	34	62	80	97	2	30	29	59	40	6	6	25	45	62	46	24	7	62	54
50	63	27	14	73	78	77	20	63	7	58	8	65	82	74	69	8	48	92	82	54	64	46	45	58	14	89	0	83	39	55	60	79	7	6	15	17	46	56	91	96	94	20	54	11	39	0	6	64	52	14	27	73	69	70	59	66	81	50	22	51	16	90	73	52	74	99	88	15	15	45	33	39	10	100	80	82	85	41	1	78	29	82	12	87	60	70	98	62	65	90	36	48	66	75	58	14	55	78	86
41	5	31	4	66	56	39	55	93	49	22	38	2	1	90	12	86	61	49	44	73	61	16	47	91	74	96	56	26	38	38	24	38	73	19	69	42	86	72	69	90	5	35	31	40	93	10	70	0	81	78	48	15	42	29	63	25	88	90	83	19	9	65	33	87	51	5	3	74	83	57	68	80	13	75	68	14	9	30	71	25	25	28	62	85	82	88	57	19	43	57	49	14	97	11	10	34	63	65	14
35	51	53	22	19	6	85	35	32	31	9	26	34	77	84	79	40	35	3	22	62	34	65	54	14	43	68	10	52	72	71	9	0	59	40	10	28	34	85	24	27	2	79	99	26	5	6	93	36	34	21	28	66	43	34	40	25	41	94	10	97	57	97	56	97	24	67	87	84	30	71	4	86	12	55	0	47	80	88	54	2	89	94	4	57	27	5	64	25	47	73	50	92	48	58	62	98	99	18	72
65	27	23	43	50	28	92	53	19	50	34	41	79	33	33	85	44	57	44	76	24	6	32	1	9	80	60	22	95	77	10	46	22	38	53	51	25	75	93	67	81	69	84	14	76	7	4	33	55	4	23	9	62	34	56	68	32	36	14	46	45	96	89	26	12	1	35	10	43	9	56	11	69	18	79	88	13	38	9	30	85	6	10	15	83	25	18	47	15	89	20	21	84	93	43	62	97	43	49	59
65	63	54	19	17	64	7	40	3	54	96	44	27	36	81	74	59	13	19	55	52	19	51	42	59	31	9	69	20	59	86	21	55	71	23	29	2	96	67	32	62	47	83	88	11	27	79	18	88	30	100	16	41	80	96	15	55	47	27	49	35	3	1	100	5	20	12	16	61	100	72	91	82	74	97	26	62	25	77	40	79	11	79	39	3	33	57	64	28	48	42	37	43	27	95	88	98	81	66	13
49	21	34	52	21	67	16	10	98	17	47	54	15	45	85	61	38	8	27	41	5	91	62	100	74	19	50	29	69	78	39	6	39	89	25	39	83	99	67	96	65	18	37	87	64	48	1	20	57	74	67	26	75	74	59	60	34	98	47	94	73	56	58	5	89	27	63	81	24	6	93	23	49	10	78	85	68	35	74	66	95	64	22	16	16	80	83	45	7	51	53	49	42	88	35	97	49	82	43	83
34	96	73	21	16	56	76	83	80	38	17	10	9	75	41	45	92	50	94	95	59	98	62	57	99	69	93	94	10	1	33	96	80	43	44	97	81	99	43	2	98	51	75	67	49	90	6	42	72	63	36	1	94	90	5	98	34	55	58	29	28	54	6	8	28	53	84	95	60	72	21	35	100	28	6	63	54	68	21	63	83	25	79	23	99	100	99	95	17	9	44	55	10	36	96	7	61	95	94	19
7	79	69	62	76	28	86	45	18	73	89	9	92	87	75	9	45	83	44	88	69	89	21	10	70	52	36	33	33	93	25	45	3	40	89	45	56	55	2	14	12	51	63	33	66	11	2	70	43	29	54	27	92	64	63	22	71	66	28	96	15	5	7	55	23	15	75	22	69	2	4	64	40	64	56	54	39	82	63	28	32	12	64	34	30	37	6	8	78	71	80	70	19	84	67	54	97	79	92	100
85	83	34	25	93	65	81	90	19	62	85	55	6	53	77	39	8	18	24	38	100	11	94	54	36	29	66	54	35	7	43	83	1	80	96	79	93	41	41	26	22	67	29	43	74	82	24	97	62	41	70	59	24	53	18	40	25	50	15	20	9	33	76	34	28	77	37	22	98	6	22	64	55	94	59	21	54	84	26	49	57	62	69	2	54	29	25	85	61	67	13	96	30	67	90	63	64	3	61	73
34	94	4	63	72	90	93	71	31	71	8	10	49	64	64	29	56	59	96	84	52	1	35	45	65	42	18	80	58	14	16	54	85	53	7	75	61	58	72	34	6	97	46	22	42	66	39	21	9	88	35	62	43	77	94	10	71	85	58	70	12	48	86	5	3	84	98	100	85	56	40	24	33	96	81	90	23	63	95	25	87	54	74	41	68	81	42	81	98	68	74	97	88	36	74	98	30	26	38	98
73	24	94	81	93	73	93	24	59	45	68	74	41	21	50	60	1	43	95	89	22	55	92	33	21	94	35	45	82	37	29	17	15	54	74	35	64	26	43	51	55	90	68	84	46	28	53	1	24	66	51	44	76	47	62	10	6	80	96	95	23	66	85	40	59	16	24	80	64	91	45	74	96	6	45	86	79	58	92	58	48	80	44	22	58	22	40	34	46	59	70	9	25	66	64	67	54	64	71	33
48	9	62	0	52	25	39	11	81	77	81	52	10	7	94	91	45	71	92	59	20	62	76	30	26	19	26	60	92	84	77	13	35	81	96	55	94	23	33	72	96	100	97	92	4	36	59	94	24	31	31	54	7	65	70	87	76	56	28	21	91	8	40	82	44	7	60	19	10	12	75	84	35	92	28	25	16	50	0	44	90	66	34	46	50	78	86	65	50	21	31	55	53	48	86	70	63	28	90	28
10	18	19	64	50	94	90	59	77	96	91	93	94	3	26	54	61	23	36	99	41	93	25	39	48	2	34	11	70	57	59	6	64	73	71	84	50	5	90	88	83	64	76	34	77	5	27	10	29	28	20	18	98	17	39	82	16	42	37	60	41	10	33	66	27	44	53	66	36	29	21	81	37	86	7	26	97	13	83	12	55	44	95	3	55	18	14	89	13	5	8	1	57	66	77	54	54	28	0	50
24	92	66	84	39	95	82	11	34	89	54	92	94	11	64	61	70	32	74	73	71	56	74	59	26	90	6	20	1	12	89	5	14	75	31	54	83	2	91	91	24	3	36	49	73	29	23	24	66	41	72	31	96	86	75	33	68	78	23	85	57	53	97	80	18	43	69	89	33	20	62	47	62	73	2	84	55	92	74	51	72	23	37	97	35	74	46	86	32	88	23	66	97	46	27	32	80	84	93	89
58	29	94	78	29	39	48	94	58	19	56	40	86	66	19	58	89	80	9	2	80	2	18	41	13	40	17	58	45	25	79	44	48	85	94	89	20	28	69	81	75	95	92	84	64	96	21	64	64	70	30	44	41	40	81	26	33	50	6	28	85	39	19	46	92	92	24	66	58	3	39	30	10	80	59	14	15	61	98	63	58	16	94	20	43	5	74	96	98	23	88	76	25	18	70	75	40	54	13	47
65	47	33	60	36	69	87	7	30	16	70	13	82	57	30	43	84	68	41	72	70	14	32	91	37	69	64	72	41	33	82	85	23	68	8	64	63	71	19	74	67	6	66	76	32	0	46	44	76	71	54	8	17	50	99	58	26	9	89	64	88	66	72	51	97	29	14	32	16	33	18	98	72	68	51	69	90	86	74	96	35	15	80	22	52	54	57	95	81	69	52	96	36	3	24	7	75	49	81	9
75	20	2	24	89	76	72	79	9	5	94	79	27	5	82	21	70	97	54	50	37	78	79	16	91	56	59	76	88	34	72	19	47	17	68	25	79	58	50	59	25	43	3	31	11	47	7	34	36	31	85	97	87	85	84	21	27	25	55	4	58	30	10	78	77	2	64	73	33	12	5	6	44	51	40	51	32	80	57	85	16	56	55	87	4	59	4	22	70	29	99	7	9	20	41	41	96	65	89	41
27	39	42	65	12	50	33	33	20	58	90	92	94	55	68	70	83	14	90	9	33	27	10	69	97	14	19	92	77	42	59	77	50	25	94	66	70	7	27	3	28	12	8	35	44	59	7	86	74	74	55	44	67	23	77	0	91	51	29	60	97	25	30	85	43	22	66	40	65	10	74	17	11	5	55	91	28	3	51	52	95	72	86	86	47	0	14	5	23	68	55	83	88	46	4	60	50	97	73	52
1	86	64	0	45	59	92	3	46	43	37	23	54	9	75	79	81	72	7	16	49	81	80	9	2	80	63	87	7	53	31	87	10	63	6	76	59	31	86	88	4	52	77	22	34	83	81	67	32	25	27	55	30	17	70	19	21	99	64	27	56	94	12	78	46	19	27	72	34	66	6	84	85	27	40	25	13	46	90	41	92	7	31	91	12	37	57	87	80	33	87	75	82	56	80	37	11	13	17	17
